id,c_postal,settlement,settlement_type,township,state,city
3178,47244,El Mirador,Rancheria,Teocaltiche,Jalisco,
3179,47245,Cerro de los Gregorios,Rancheria,Teocaltiche,Jalisco,
3180,47245,El Barrio,Rancheria,Teocaltiche,Jalisco,
3181,47246,Los organos,Rancheria,Teocaltiche,Jalisco,
3182,47246,Hacienda el Tequezquite,Rancheria,Teocaltiche,Jalisco,
3183,47246,La Capilla,Rancheria,Teocaltiche,Jalisco,
3184,47246,Los Tepetates,Rancheria,Teocaltiche,Jalisco,
3185,47246,Providencia San Martin,Rancheria,Teocaltiche,Jalisco,
3186,47246,San Isidro,Rancheria,Teocaltiche,Jalisco,
3187,47246,Atepoca Abajo,Rancheria,Teocaltiche,Jalisco,
3188,47246,El Eucalipto,Rancheria,Teocaltiche,Jalisco,
3189,47247,El Pedregoso,Rancheria,Teocaltiche,Jalisco,
3190,47247,La Maquina,Rancheria,Teocaltiche,Jalisco,
3191,47248,La Trinidad,Rancheria,Teocaltiche,Jalisco,
3192,47248,El Tablero,Rancheria,Teocaltiche,Jalisco,
3193,47248,Tonalan,Rancheria,Teocaltiche,Jalisco,
3194,47249,El Pueblito,Rancheria,Teocaltiche,Jalisco,
3195,47249,Sierrita de los Dolores (La Sierrita),Rancheria,Teocaltiche,Jalisco,
3196,47249,El Refugio (Las Urracas),Rancheria,Teocaltiche,Jalisco,
3197,47250,Villa Hidalgo Centro,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3198,47252,Norte I,Fraccionamiento,Villa Hidalgo,Jalisco,Villa Hidalgo
3199,47252,Progreso,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3200,47252,San Juan Bosco,Fraccionamiento,Villa Hidalgo,Jalisco,Villa Hidalgo
3201,47252,Club de Leones,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3202,47252,Fonapo Vista Del Sol,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3203,47252,La Villita,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3204,47253,Los Cedros,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3205,47253,Villa Alborada,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3206,47253,Camino Real,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3207,47253,Buenos Aires,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3208,47253,Secundaria,Fraccionamiento,Villa Hidalgo,Jalisco,Villa Hidalgo
3209,47253,Parque Industrial,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3210,47254,Vista Hermosa,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3211,47254,Olimpica,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3212,47254,La Cruz,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3213,47254,Arroyo Seco,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3214,47254,Santa Teresa,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3215,47254,Lomas Santa Teresa,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3216,47254,Las Huertas,Colonia,Villa Hidalgo,Jalisco,Villa Hidalgo
3217,47256,Juiquinaque,Rancheria,Villa Hidalgo,Jalisco,
3218,47258,Arroyo Seco,Rancheria,Villa Hidalgo,Jalisco,
3219,47258,El Refugio,Rancheria,Villa Hidalgo,Jalisco,
3220,47259,La Huerta,Rancheria,Villa Hidalgo,Jalisco,
3221,47259,El Centro,Rancheria,Villa Hidalgo,Jalisco,
3222,47260,Tepusco,Rancheria,Villa Hidalgo,Jalisco,
3223,47260,San Ignacio de Abajo,Rancheria,Villa Hidalgo,Jalisco,
3224,47263,Yanez,Rancheria,Villa Hidalgo,Jalisco,
3225,47264,Los Gonzalez,Rancheria,Villa Hidalgo,Jalisco,
3226,47265,Coral Blanco,Rancheria,Villa Hidalgo,Jalisco,
3227,47267,San Juanico de Abajo,Rancheria,Villa Hidalgo,Jalisco,
3228,47268,Chilarillo,Rancheria,Villa Hidalgo,Jalisco,
3229,47269,San Juanico de Arriba,Rancheria,Villa Hidalgo,Jalisco,
3230,47270,Loma Linda,Colonia,Encarnacion de Diaz,Jalisco,
3231,47270,El Arenal,Colonia,Encarnacion de Diaz,Jalisco,
3232,47270,Alto,Colonia,Encarnacion de Diaz,Jalisco,
3233,47270,El Rosario,Colonia,Encarnacion de Diaz,Jalisco,
3234,47270,Independencia,Colonia,Encarnacion de Diaz,Jalisco,
3235,47270,La Villita,Colonia,Encarnacion de Diaz,Jalisco,
3236,47270,San Pablo,Colonia,Encarnacion de Diaz,Jalisco,
3237,47270,El Refugio,Colonia,Encarnacion de Diaz,Jalisco,
3238,47270,La Noria,Colonia,Encarnacion de Diaz,Jalisco,
3239,47270,Puente Chico,Colonia,Encarnacion de Diaz,Jalisco,
3240,47270,Buenos Aires,Colonia,Encarnacion de Diaz,Jalisco,
3241,47270,Las Flores,Colonia,Encarnacion de Diaz,Jalisco,
3242,47270,Encarnacion de Diaz,Ciudad,Encarnacion de Diaz,Jalisco,
3243,47270,Prados de la Estacion,Colonia,Encarnacion de Diaz,Jalisco,
3244,47270,Espana,Colonia,Encarnacion de Diaz,Jalisco,
3245,47270,Ninos Heroes,Colonia,Encarnacion de Diaz,Jalisco,
3246,47270,Libertad,Colonia,Encarnacion de Diaz,Jalisco,
3247,47272,Residencial Las Villas,Fraccionamiento,Encarnacion de Diaz,Jalisco,
3248,47272,El Mezquitito,Colonia,Encarnacion de Diaz,Jalisco,
3249,47274,San Marcos de Arriba (San Marcos del Refugio),Poblado comunal,Encarnacion de Diaz,Jalisco,
3250,47275,Las Pilas de Arriba,Rancheria,Encarnacion de Diaz,Jalisco,
3251,47275,El Salvador,Rancheria,Encarnacion de Diaz,Jalisco,
3252,47275,El Jaralillo,Poblado comunal,Encarnacion de Diaz,Jalisco,
3253,47275,El Tigre,Poblado comunal,Encarnacion de Diaz,Jalisco,
3254,47280,Arboledas de San Jose,Congregacion,Encarnacion de Diaz,Jalisco,
3255,47280,Bajio de San Jose,Congregacion,Encarnacion de Diaz,Jalisco,
3256,47281,Rangel,Congregacion,Encarnacion de Diaz,Jalisco,
3257,47282,La Trinidad,Pueblo,Encarnacion de Diaz,Jalisco,
3258,47282,El Tecuan,Hacienda,Encarnacion de Diaz,Jalisco,
3259,47283,Las Güeras,Congregacion,Encarnacion de Diaz,Jalisco,
3260,47283,Los Tajos,Poblado comunal,Encarnacion de Diaz,Jalisco,
3261,47283,El Codo,Rancheria,Encarnacion de Diaz,Jalisco,
3262,47285,Meson de los Sauces,Congregacion,Encarnacion de Diaz,Jalisco,
3263,47285,Huaracha,Rancheria,Encarnacion de Diaz,Jalisco,
3264,47288,Tropezon,Rancheria,Encarnacion de Diaz,Jalisco,
3265,47288,Mariquita,Poblado comunal,Encarnacion de Diaz,Jalisco,
3266,47290,San Sebastian del alamo,Congregacion,Encarnacion de Diaz,Jalisco,
3267,47293,Cienega de Mora,Congregacion,Encarnacion de Diaz,Jalisco,
3268,47293,Media Luna,Rancheria,Encarnacion de Diaz,Jalisco,
3269,47294,Caquixtle de Abajo,Rancheria,Encarnacion de Diaz,Jalisco,
3270,47294,Caquixtle de Arriba,Congregacion,Encarnacion de Diaz,Jalisco,
3271,47294,La Magdalena,Poblado comunal,Encarnacion de Diaz,Jalisco,
3272,47294,Las Jaulas,Poblado comunal,Encarnacion de Diaz,Jalisco,
3273,47294,Corral de Piedra,Poblado comunal,Encarnacion de Diaz,Jalisco,
3274,47295,Castro,Estacion,Encarnacion de Diaz,Jalisco,
3275,47295,Santa Barbara,Hacienda,Encarnacion de Diaz,Jalisco,
3276,47296,Santa Maria de Abajo O Transpontina,Congregacion,Encarnacion de Diaz,Jalisco,
3277,47298,Estacion San Juan de los Lagos,Congregacion,Encarnacion de Diaz,Jalisco,
3278,47298,Santa Maria de Enmedio Estacion,Congregacion,Encarnacion de Diaz,Jalisco,
3279,47300,Yahualica de Gonzalez Gallo Centro,Colonia,Yahualica de Gonzalez Gallo,Jalisco,Yahualica de Gonzalez Gallo
3280,47302,El C B T A,Fraccionamiento,Yahualica de Gonzalez Gallo,Jalisco,Yahualica de Gonzalez Gallo
3281,47302,El Mirador,Fraccionamiento,Yahualica de Gonzalez Gallo,Jalisco,Yahualica de Gonzalez Gallo
3282,47302,Potrero Blanco,Fraccionamiento,Yahualica de Gonzalez Gallo,Jalisco,Yahualica de Gonzalez Gallo
3283,47303,Cerca Blanca,Fraccionamiento,Yahualica de Gonzalez Gallo,Jalisco,Yahualica de Gonzalez Gallo
3284,47308,Ruvalcaba,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3285,47309,Nangue Del Refugio,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3286,47310,Huisquilco,Pueblo,Yahualica de Gonzalez Gallo,Jalisco,
3287,47313,El Baluarte,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3288,47313,La Tapona,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3289,47314,La Cucharita,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3290,47315,Pastores,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3291,47315,San Isidro,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3292,47320,El Durazno,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3293,47325,Agua Colorada,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3294,47327,Rio Colorado,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3295,47330,La Jarrilla,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3296,47330,Manalisco,Pueblo,Yahualica de Gonzalez Gallo,Jalisco,
3297,47334,Casas Viejas,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3298,47334,Apozol de Gutierrez,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3299,47335,Labor de Vargas,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3300,47336,San Antonio,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3301,47337,La Estancia,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3302,47337,Santillan,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3303,47338,Los Ocotes de Moya,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3304,47339,Labor de San Ignacio,Rancheria,Yahualica de Gonzalez Gallo,Jalisco,
3305,47340,Mexticacan,Colonia,Mexticacan,Jalisco,
3306,47343,El Santuario (Santuario del Sagrado Corazon),Rancheria,Mexticacan,Jalisco,
3307,47344,Acasico,Congregacion,Mexticacan,Jalisco,
3308,47347,Canada de Islas,Rancheria,Mexticacan,Jalisco,
3309,47348,San Felipe,Rancheria,Mexticacan,Jalisco,
3310,47350,Ojuelos (San Jose de Ojuelos),Pueblo,Mexticacan,Jalisco,
3311,47359,Chimaliquin de Arriba,Rancheria,Mexticacan,Jalisco,
3312,47359,Tapias de Arriba,Poblado comunal,Mexticacan,Jalisco,
3313,47360,Centro Canadas de Obregon,Colonia,Canadas de Obregon,Jalisco,
3314,47368,La Cueva,Rancheria,Canadas de Obregon,Jalisco,
3315,47369,Rincon de Guzman,Rancheria,Canadas de Obregon,Jalisco,
3316,47370,Temacapulin,Pueblo,Canadas de Obregon,Jalisco,
3317,47373,Los Yugos,Hacienda,Canadas de Obregon,Jalisco,
3318,47374,El Zapote,Rancheria,Canadas de Obregon,Jalisco,
3319,47378,El Zapotillo,Rancheria,Canadas de Obregon,Jalisco,
3320,47380,Valle de Guadalupe,Colonia,Valle de Guadalupe,Jalisco,Valle de Guadalupe
3321,47383,Alameda,Fraccionamiento,Valle de Guadalupe,Jalisco,Valle de Guadalupe
3322,47384,Aragon,Fraccionamiento,Valle de Guadalupe,Jalisco,Valle de Guadalupe
3323,47384,San Juan Bosco,Colonia,Valle de Guadalupe,Jalisco,Valle de Guadalupe
3324,47386,El Trigo,Rancheria,Valle de Guadalupe,Jalisco,
3325,47398,El Talle,Rancheria,Valle de Guadalupe,Jalisco,
3326,47400,Lagos de Moreno Centro,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3327,47410,La Laguna,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3328,47410,Mision San Juan,Fraccionamiento,Lagos de Moreno,Jalisco,Lagos de Moreno
3329,47410,La Adelita,Fraccionamiento,Lagos de Moreno,Jalisco,Lagos de Moreno
3330,47410,La Palma,Fraccionamiento,Lagos de Moreno,Jalisco,Lagos de Moreno
3331,47410,Jardines de la Ladera,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3332,47410,El Tepeyac 2a Seccion,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3333,47410,Geovillas de los Lagos,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3334,47410,Tepeyac,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3335,47420,San Miguel I,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3336,47420,San Miguelito,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3337,47420,Horizontal Hernando de Martell,Condominio,Lagos de Moreno,Jalisco,Lagos de Moreno
3338,47420,Cuesta Blanca,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3339,47420,El Calvario,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3340,47420,Arboledas de San Martin,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3341,47423,La Ladera,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3342,47423,Potrero de Fray Ramon,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3343,47425,Estacion,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3344,47425,La Luz,Residencial,Lagos de Moreno,Jalisco,Lagos de Moreno
3345,47425,De la Luz,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3346,47430,Agua Caliente,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3347,47430,Pueblo de Moya,Pueblo,Lagos de Moreno,Jalisco,Lagos de Moreno
3348,47433,Granadillas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3349,47440,Las Capuchinas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3350,47440,Bajo de Moya,Barrio,Lagos de Moreno,Jalisco,Lagos de Moreno
3351,47440,Las Ceibas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3352,47440,Las Huertitas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3353,47440,Las Palmas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3354,47443,San Antonio,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3355,47443,Vista Hermosa,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3356,47443,Jardines de Vista Hermosa,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3357,47443,Residencial Valle Real,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3358,47450,Canada de Ricos,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3359,47450,Hacienda de Bravo,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3360,47450,Loma Bonita,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3361,47450,Nueva Espana,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3362,47457,El Mezquital,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3363,47457,Los Tepetates,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3364,47457,Maravillas,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3365,47460,Colinas Del Valle,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3366,47460,Lomas Del Valle,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3367,47463,Colinas de San Javier,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3368,47463,Paseos de La Montana,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3369,47470,El Refugio,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3370,47470,Los Chirlitos I,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3371,47470,Xekj,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3372,47470,San Felipe,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3373,47472,La Esmeralda,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3374,47472,Los Jacales,Hacienda,Lagos de Moreno,Jalisco,Lagos de Moreno
3375,47472,Villa Esmeralda,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3376,47472,Municipio Libre,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3377,47473,La Aurora,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3378,47473,Indeco,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3379,47473,Alvarez Del Castillo,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3380,47474,Alcaldes,Residencial,Lagos de Moreno,Jalisco,Lagos de Moreno
3381,47474,Bugambilias,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3382,47474,La Campana,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3383,47474,Nueva Santa Maria,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3384,47474,La Loma,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3385,47476,Cristeros,Fraccionamiento,Lagos de Moreno,Jalisco,Lagos de Moreno
3386,47479,Panteon,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3387,47480,Del Carmen,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3388,47480,Lagos de Moreno,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3389,47480,El Mosaico,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3390,47480,Pirulito,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3391,47480,Santa Elena,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3392,47487,Santa Elena,Residencial,Lagos de Moreno,Jalisco,Lagos de Moreno
3393,47490,La Huitlacocha,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3394,47490,De Padre Torres,Colonia,Lagos de Moreno,Jalisco,Lagos de Moreno
3395,47500,Los Saucitos,Rancheria,Lagos de Moreno,Jalisco,
3396,47500,El Chorro,Rancheria,Lagos de Moreno,Jalisco,
3397,47500,Providencia,Rancheria,Lagos de Moreno,Jalisco,
3398,47500,El Puesto,Rancheria,Lagos de Moreno,Jalisco,
3399,47500,La Leona,Rancheria,Lagos de Moreno,Jalisco,
3400,47500,La Tomita,Rancheria,Lagos de Moreno,Jalisco,
3401,47503,El Ranchito de Guadalupe,Rancheria,Lagos de Moreno,Jalisco,
3402,47503,El Ranchito de Juan Flores,Rancheria,Lagos de Moreno,Jalisco,
3403,47503,Salto de Yeguas,Rancheria,Lagos de Moreno,Jalisco,
3404,47503,Loma de San Antonio,Rancheria,Lagos de Moreno,Jalisco,
3405,47503,San Cristobal,Hacienda,Lagos de Moreno,Jalisco,
3406,47503,San Jose de la Cinta,Rancheria,Lagos de Moreno,Jalisco,
3407,47503,Los Alamitos,Rancheria,Lagos de Moreno,Jalisco,
3408,47503,Rancho el Tepeyac,Rancheria,Lagos de Moreno,Jalisco,
3409,47503,San Jose de la Luz,Rancheria,Lagos de Moreno,Jalisco,
3410,47503,La Magistral,Rancheria,Lagos de Moreno,Jalisco,
3411,47504,Cuatro Milpas,Rancheria,Lagos de Moreno,Jalisco,
3412,47504,El Huiroche,Rancheria,Lagos de Moreno,Jalisco,
3413,47504,El Palomo,Rancheria,Lagos de Moreno,Jalisco,
3414,47504,La Cruz,Rancheria,Lagos de Moreno,Jalisco,
3415,47504,Los Vergeles,Rancheria,Lagos de Moreno,Jalisco,
3416,47504,Tacubaya,Rancheria,Lagos de Moreno,Jalisco,
3417,47504,La Purisima,Rancheria,Lagos de Moreno,Jalisco,
3418,47504,Los Arbolitos,Rancheria,Lagos de Moreno,Jalisco,
3419,47504,San Antonio de los alvarez,Rancheria,Lagos de Moreno,Jalisco,
3420,47504,San Isidro,Rancheria,Lagos de Moreno,Jalisco,
3421,47504,San Luis Gonzaga,Rancheria,Lagos de Moreno,Jalisco,
3422,47504,Betulia,Hacienda,Lagos de Moreno,Jalisco,
3423,47504,Ledesma,Hacienda,Lagos de Moreno,Jalisco,
3424,47504,Chayotillo,Rancheria,Lagos de Moreno,Jalisco,
3425,47504,El Juguete,Rancheria,Lagos de Moreno,Jalisco,
3426,47504,La Barranca,Rancheria,Lagos de Moreno,Jalisco,
3427,47504,La Puerta de San Nicolas,Rancheria,Lagos de Moreno,Jalisco,
3428,47504,Las Metaleras,Rancheria,Lagos de Moreno,Jalisco,
3429,47504,Puerta de la Cruz,Rancheria,Lagos de Moreno,Jalisco,
3430,47504,Casas Blancas,Rancheria,Lagos de Moreno,Jalisco,
3431,47504,El Frijolito,Congregacion,Lagos de Moreno,Jalisco,
3432,47504,El Gato,Rancheria,Lagos de Moreno,Jalisco,
3433,47504,La Loma,Rancheria,Lagos de Moreno,Jalisco,
3434,47504,San Jorge,Rancheria,Lagos de Moreno,Jalisco,
3435,47504,Santa Teresa,Rancheria,Lagos de Moreno,Jalisco,
3436,47504,La Canadita,Rancheria,Lagos de Moreno,Jalisco,
3437,47504,La Palmita,Rancheria,Lagos de Moreno,Jalisco,
3438,47504,El Arbolito,Rancheria,Lagos de Moreno,Jalisco,
3439,47504,El Tanque de Don Juan,Rancheria,Lagos de Moreno,Jalisco,
3440,47504,El Torreon,Rancheria,Lagos de Moreno,Jalisco,
3441,47504,Los Alamitos,Rancheria,Lagos de Moreno,Jalisco,
3442,47504,El Oloton (El Vergel),Rancheria,Lagos de Moreno,Jalisco,
3443,47504,La China,Rancheria,Lagos de Moreno,Jalisco,
3444,47504,San Jose de los Salas,Rancheria,Lagos de Moreno,Jalisco,
3445,47504,Cuautitlan,Ejido,Lagos de Moreno,Jalisco,
3446,47504,La Congoja (Rincon de Bernalejo),Rancheria,Lagos de Moreno,Jalisco,
3447,47504,Los Arquitos,Rancheria,Lagos de Moreno,Jalisco,
3448,47504,Los Olivos,Rancheria,Lagos de Moreno,Jalisco,
3449,47505,La Punta,Poblado comunal,Lagos de Moreno,Jalisco,
3450,47505,Rancho el Rico,Rancheria,Lagos de Moreno,Jalisco,
3451,47505,La Troje (Los Nogales),Hacienda,Lagos de Moreno,Jalisco,
3452,47505,Francisco Primo de Verdad (Cienega de Mata),Congregacion,Lagos de Moreno,Jalisco,
3453,47506,El Piton,Rancheria,Lagos de Moreno,Jalisco,
3454,47506,El Puente,Rancheria,Lagos de Moreno,Jalisco,
3455,47506,La Escuadra,Rancheria,Lagos de Moreno,Jalisco,
3456,47506,San Antonio de Padua,Rancheria,Lagos de Moreno,Jalisco,
3457,47506,San Juanito (San Juan sin Agua),Rancheria,Lagos de Moreno,Jalisco,
3458,47506,La Cruz,Rancheria,Lagos de Moreno,Jalisco,
3459,47506,La Providencia [Granja],Rancheria,Lagos de Moreno,Jalisco,
3460,47506,San Jose de los Diaz,Rancheria,Lagos de Moreno,Jalisco,
3461,47506,El Seijo,Rancheria,Lagos de Moreno,Jalisco,
3462,47506,La Esperanza,Rancheria,Lagos de Moreno,Jalisco,
3463,47506,La Estrella,Rancheria,Lagos de Moreno,Jalisco,
3464,47506,Santo Domingo,Rancheria,Lagos de Moreno,Jalisco,
3465,47506,Granja Mary,Rancheria,Lagos de Moreno,Jalisco,
3466,47506,Las Amapolas,Rancheria,Lagos de Moreno,Jalisco,
3467,47506,Los Tulipanes,Rancheria,Lagos de Moreno,Jalisco,
3468,47506,Santa Elena,Rancheria,Lagos de Moreno,Jalisco,
3469,47506,El Reparo,Rancheria,Lagos de Moreno,Jalisco,
3470,47506,La Valentina,Rancheria,Lagos de Moreno,Jalisco,
3471,47506,Rancho los Hernandez,Rancheria,Lagos de Moreno,Jalisco,
3472,47506,Tepetatillo,Congregacion,Lagos de Moreno,Jalisco,
3473,47506,La Esperanza II,Rancheria,Lagos de Moreno,Jalisco,
3474,47506,La Media Luna,Rancheria,Lagos de Moreno,Jalisco,
3475,47506,San Antonio de los Reyes,Rancheria,Lagos de Moreno,Jalisco,
3476,47506,San Rafael Chico,Rancheria,Lagos de Moreno,Jalisco,
3477,47506,Villa del Carmen,Rancheria,Lagos de Moreno,Jalisco,
3478,47506,El Yaqui,Rancheria,Lagos de Moreno,Jalisco,
3479,47506,Granja Angelica,Rancheria,Lagos de Moreno,Jalisco,
3480,47506,Jesus Maria,Rancheria,Lagos de Moreno,Jalisco,
3481,47506,San Rafael,Rancheria,Lagos de Moreno,Jalisco,
3482,47507,La Union,Rancheria,Lagos de Moreno,Jalisco,
3483,47507,Puerta del Llano,Rancheria,Lagos de Moreno,Jalisco,
3484,47507,La Luz,Rancheria,Lagos de Moreno,Jalisco,
3485,47507,Puerta la Chiripa (La Pascuala),Rancheria,Lagos de Moreno,Jalisco,
3486,47507,San Vicente,Rancheria,Lagos de Moreno,Jalisco,
3487,47507,Santa Lucia,Rancheria,Lagos de Moreno,Jalisco,
3488,47507,Matamoros los Hoyos,Ejido,Lagos de Moreno,Jalisco,
3489,47507,Chapalita (El Judio),Rancheria,Lagos de Moreno,Jalisco,
3490,47507,El Grullito II,Rancheria,Lagos de Moreno,Jalisco,
3491,47507,Los Azulitos,Ejido,Lagos de Moreno,Jalisco,
3492,47507,Santa Maria de Gallardo,Congregacion,Lagos de Moreno,Jalisco,
3493,47507,El Ranchito,Congregacion,Lagos de Moreno,Jalisco,
3494,47507,San Fernando,Rancheria,Lagos de Moreno,Jalisco,
3495,47507,San Jose de los Granados,Rancheria,Lagos de Moreno,Jalisco,
3496,47507,Santa Elena,Rancheria,Lagos de Moreno,Jalisco,
3497,47507,El Conito,Rancheria,Lagos de Moreno,Jalisco,
3498,47507,San Matias,Rancheria,Lagos de Moreno,Jalisco,
3499,47507,El Suspiro,Rancheria,Lagos de Moreno,Jalisco,
3500,47507,Loma de Amapola,Rancheria,Lagos de Moreno,Jalisco,
3501,47507,San Nicolas,Rancheria,Lagos de Moreno,Jalisco,
3502,47507,El Refugio,Rancheria,Lagos de Moreno,Jalisco,
3503,47507,Los Lirios,Rancheria,Lagos de Moreno,Jalisco,
3504,47510,El Girasol,Rancheria,Lagos de Moreno,Jalisco,
3505,47510,Primero de Mayo (Chupaderos),Congregacion,Lagos de Moreno,Jalisco,
3506,47510,Rancho Vista Alegre,Rancheria,Lagos de Moreno,Jalisco,
3507,47510,San Cristobal de Arriba,Rancheria,Lagos de Moreno,Jalisco,
3508,47510,Dieciocho de Marzo,Rancheria,Lagos de Moreno,Jalisco,
3509,47510,San Cirilo,Rancheria,Lagos de Moreno,Jalisco,
3510,47510,San Nicolas,Rancheria,Lagos de Moreno,Jalisco,
3511,47510,Tlalixcoyan (Tlalixcoya),Rancheria,Lagos de Moreno,Jalisco,
3512,47510,Dieciocho de Marzo,Ejido,Lagos de Moreno,Jalisco,
3513,47510,El Potrero de Afuera,Rancheria,Lagos de Moreno,Jalisco,
3514,47510,La Estancia,Rancheria,Lagos de Moreno,Jalisco,
3515,47512,Atrixco,Ejido,Lagos de Moreno,Jalisco,
3516,47512,Camino Real,Rancheria,Lagos de Moreno,Jalisco,
3517,47513,El Basilisco,Rancheria,Lagos de Moreno,Jalisco,
3518,47513,San Isidro el Alto,Rancheria,Lagos de Moreno,Jalisco,
3519,47513,El Bajio (La Laguna),Pueblo,Lagos de Moreno,Jalisco,
3520,47513,San Rafael,Rancheria,Lagos de Moreno,Jalisco,
3521,47513,Buenavista (San Miguel),Pueblo,Lagos de Moreno,Jalisco,
