id,c_postal,settlement,settlement_type,township,state,city
1,44100,Guadalajara Centro,Colonia,Guadalajara,Jalisco,Guadalajara
2,44110,Vallarta Poniente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
3,44130,Arcos Vallarta,Colonia,Guadalajara,Jalisco,Guadalajara
4,44130,Arcos,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
5,44140,Obrera Centro,Colonia,Guadalajara,Jalisco,Guadalajara
6,44150,Lafayette,Colonia,Guadalajara,Jalisco,Guadalajara
7,44150,Barrera,Colonia,Guadalajara,Jalisco,Guadalajara
8,44158,Deitz,Colonia,Guadalajara,Jalisco,Guadalajara
9,44160,Americana,Colonia,Guadalajara,Jalisco,Guadalajara
10,44170,San Antonio,Barrio,Guadalajara,Jalisco,Guadalajara
11,44180,Mexicaltzingo,Barrio,Guadalajara,Jalisco,Guadalajara
12,44190,Moderna,Colonia,Guadalajara,Jalisco,Guadalajara
13,44200,Capilla de Jesus,Barrio,Guadalajara,Jalisco,Guadalajara
14,44200,El Santuario,Barrio,Guadalajara,Jalisco,Guadalajara
15,44200,Sagrada Familia,Barrio,Guadalajara,Jalisco,Guadalajara
16,44200,Artesanos,Colonia,Guadalajara,Jalisco,Guadalajara
17,44210,Jardines del Country 2a. Seccion,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
18,44210,Jardines del Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
19,44214,Universidad,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
20,44215,Parian,Condominio,Guadalajara,Jalisco,Guadalajara
21,44216,Del Trabajo CTM,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
22,44216,Fidel Velazquez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
23,44217,Residencial Vallarta Country,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
24,44218,Fabrica de Atemajac,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
25,44219,Casa Hogar CTM,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
26,44220,Santa Elena Alcalde Oriente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
27,44220,Simon Bolivar,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
28,44220,Santa Monica,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
29,44220,Guadalupana Norte,Colonia,Guadalajara,Jalisco,Guadalajara
30,44220,Guadalupana Sur,Colonia,Guadalajara,Jalisco,Guadalajara
31,44220,Santa Elena Alcalde Poniente,Colonia,Guadalajara,Jalisco,Guadalajara
32,44220,Circunvalacion Metro Carballo,Colonia,Guadalajara,Jalisco,Guadalajara
33,44227,Jardines de Atemajac,Colonia,Guadalajara,Jalisco,Guadalajara
34,44230,Santa Elena Estadio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
35,44230,Division del Norte,Colonia,Guadalajara,Jalisco,Guadalajara
36,44230,Autocinema,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
37,44230,Santa Elena de La Cruz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
38,44240,Lomas de Independencia,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
39,44240,Colomos Independencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
40,44240,Residencial San Elias,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
41,44240,Ricardo Flores Magon,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
42,44240,Independencia INFONAVIT,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
43,44240,Rancho Nuevo 1ra. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
44,44240,Rancho Nuevo 2da. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
45,44240,Nuevo Sur,Colonia,Guadalajara,Jalisco,Guadalajara
46,44240,Paseos Independencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
47,44240,Villas Del Estadio,Colonia,Guadalajara,Jalisco,Guadalajara
48,44240,Estadio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
49,44240,FOVISSSTE Independencia,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
50,44246,Estadio Poniente,Colonia,Guadalajara,Jalisco,Guadalajara
51,44247,Rancho Nuevo INFONAVIT,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
52,44249,El Jaguey,Colonia,Guadalajara,Jalisco,Guadalajara
53,44250,Balcones de Huentitan,Colonia,Guadalajara,Jalisco,Guadalajara
54,44250,Lomas del Paraiso 3a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
55,44250,Huentitan El Bajo,Pueblo,Guadalajara,Jalisco,Guadalajara
56,44250,Lomas del Paraiso 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
57,44250,Lomas del Paraiso 5a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
58,44250,Lomas del Paraiso 4a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
59,44250,Lomas del Paraiso 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
60,44250,Praderas del Paraiso (Rinconadas del Paraiso),Fraccionamiento,Guadalajara,Jalisco,Guadalajara
61,44257,San Antonio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
62,44257,INFONAVIT Planetario,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
63,44258,Colonial Independencia,Colonia,Guadalajara,Jalisco,Guadalajara
64,44259,Panoramica Huentitan,Colonia,Guadalajara,Jalisco,Guadalajara
65,44259,Zoologico,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
66,44260,San Bernardo,Barrio,Guadalajara,Jalisco,Guadalajara
67,44260,San Miguel de Mezquitan,Barrio,Guadalajara,Jalisco,Guadalajara
68,44260,Barrio Mezquitan,Colonia,Guadalajara,Jalisco,Guadalajara
69,44260,Mezquitan,Colonia,Guadalajara,Jalisco,Guadalajara
70,44260,La Normal,Barrio,Guadalajara,Jalisco,Guadalajara
71,44260,Mezquitan Country,Colonia,Guadalajara,Jalisco,Guadalajara
72,44260,Ninos Heroes,Colonia,Guadalajara,Jalisco,Guadalajara
73,44260,Miguel Galindo,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
74,44265,Ramon Corona,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
75,44266,Observatorio,Colonia,Guadalajara,Jalisco,Guadalajara
76,44267,Eugenia,Condominio,Guadalajara,Jalisco,Guadalajara
77,44268,Fray Antonio Alcalde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
78,44270,Miraflores,Colonia,Guadalajara,Jalisco,Guadalajara
79,44270,Alcalde Barranquitas,Colonia,Guadalajara,Jalisco,Guadalajara
80,44270,Colinas de La Normal,Colonia,Guadalajara,Jalisco,Guadalajara
81,44280,El Retiro,Barrio,Guadalajara,Jalisco,Guadalajara
82,44290,Independencia Poniente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
83,44290,Independencia,Colonia,Guadalajara,Jalisco,Guadalajara
84,44298,Jardines Alcalde,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
85,44299,Villas de San Juan,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
86,44300,La Joya,Colonia,Guadalajara,Jalisco,Guadalajara
87,44300,Colonia No. 9,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
88,44300,Esperanza,Colonia,Guadalajara,Jalisco,Guadalajara
89,44300,Jardines de Santa Isabel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
90,44300,San Miguel de Huentitan El Alto 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
91,44300,Margarita Maza de Juarez,Colonia,Guadalajara,Jalisco,Guadalajara
92,44300,La Federacha,Colonia,Guadalajara,Jalisco,Guadalajara
93,44300,Batallon de San Patricio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
94,44306,Bosques de La Cantera,Colonia,Guadalajara,Jalisco,Guadalajara
95,44306,La Cantera,Colonia,Guadalajara,Jalisco,Guadalajara
96,44306,Villas de la Cantera,Colonia,Guadalajara,Jalisco,Guadalajara
97,44307,Estadio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
98,44320,Monumental,Colonia,Guadalajara,Jalisco,Guadalajara
99,44320,Belisario Dominguez,Colonia,Guadalajara,Jalisco,Guadalajara
100,44329,Belisario Dominguez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
101,44330,San Vicente,Colonia,Guadalajara,Jalisco,Guadalajara
102,44330,Vicente Guerrero,Colonia,Guadalajara,Jalisco,Guadalajara
103,44330,Circunvalacion Belisario,Colonia,Guadalajara,Jalisco,Guadalajara
104,44330,San Marcos Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
105,44330,San Marcos Poniente,Colonia,Guadalajara,Jalisco,Guadalajara
106,44340,Independencia Oriente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
107,44350,Postes Cuates (Federalismo),Colonia,Guadalajara,Jalisco,Guadalajara
108,44350,Lomas Independencia,Colonia,Guadalajara,Jalisco,Guadalajara
109,44350,Santa Maria,Colonia,Guadalajara,Jalisco,Guadalajara
110,44350,Santa Maria Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
111,44360,La Natividad,Colonia,Guadalajara,Jalisco,Guadalajara
112,44360,San Juan de Dios,Barrio,Guadalajara,Jalisco,Guadalajara
113,44360,La Perla,Colonia,Guadalajara,Jalisco,Guadalajara
114,44360,Sagrado Corazon,Barrio,Guadalajara,Jalisco,Guadalajara
115,44370,El Mirador,Colonia,Guadalajara,Jalisco,Guadalajara
116,44370,San Ramon,Barrio,Guadalajara,Jalisco,Guadalajara
117,44380,San Felipe,Barrio,Guadalajara,Jalisco,Guadalajara
118,44390,Real de Huentitan,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
119,44390,Rinconada de Huentitan,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
120,44390,Huentitan El Alto,Pueblo,Guadalajara,Jalisco,Guadalajara
121,44390,San Miguel de Huentitan El Alto 3a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
122,44390,Balcones de La Joya,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
123,44390,La Joyita,Colonia,Guadalajara,Jalisco,Guadalajara
124,44395,INFONAVIT El Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
125,44398,Colinas de Huentitan,Colonia,Guadalajara,Jalisco,Guadalajara
126,44399,Altavista de Guadalajara,Colonia,Guadalajara,Jalisco,Guadalajara
127,44399,Villas de La Barranca,Colonia,Guadalajara,Jalisco,Guadalajara
128,44399,Dr. Atl,Colonia,Guadalajara,Jalisco,Guadalajara
129,44400,Revolucion,Colonia,Guadalajara,Jalisco,Guadalajara
130,44400,La Divina Providencia,Barrio,Guadalajara,Jalisco,Guadalajara
131,44400,Gral. Real,Colonia,Guadalajara,Jalisco,Guadalajara
132,44400,Real,Colonia,Guadalajara,Jalisco,Guadalajara
133,44410,Medrano,Colonia,Guadalajara,Jalisco,Guadalajara
134,44410,La Loma,Colonia,Guadalajara,Jalisco,Guadalajara
135,44419,Hernandez Romo,Colonia,Guadalajara,Jalisco,Guadalajara
136,44420,Unidad Modelo,Colonia,Guadalajara,Jalisco,Guadalajara
137,44420,Valentin Gomez Farias,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
138,44420,Obrera,Colonia,Guadalajara,Jalisco,Guadalajara
139,44430,Gonzalez Gallo,Colonia,Guadalajara,Jalisco,Guadalajara
140,44430,Quinta Velarde,Colonia,Guadalajara,Jalisco,Guadalajara
141,44430,Olimpica,Colonia,Guadalajara,Jalisco,Guadalajara
142,44430,El Periodista,Colonia,Guadalajara,Jalisco,Guadalajara
143,44438,Dolar,Colonia,Guadalajara,Jalisco,Guadalajara
144,44440,El Dean,Colonia,Guadalajara,Jalisco,Guadalajara
145,44440,Valle Del alamo,Ampliacion,Guadalajara,Jalisco,Guadalajara
146,44440,Ferrocarril,Colonia,Guadalajara,Jalisco,Guadalajara
147,44440,Valle Del alamo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
148,44450,Analco,Barrio,Guadalajara,Jalisco,Guadalajara
149,44460,Las Conchas,Barrio,Guadalajara,Jalisco,Guadalajara
150,44460,San Carlos,Barrio,Guadalajara,Jalisco,Guadalajara
151,44460,La Aurora,Colonia,Guadalajara,Jalisco,Guadalajara
152,44467,Rincon de Agua Azul,Colonia,Guadalajara,Jalisco,Guadalajara
153,44469,Barragan y Hernandez,Colonia,Guadalajara,Jalisco,Guadalajara
154,44470,Higuerillas 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
155,44470,Higuerillas 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
156,44470,La Nogalera,Colonia,Guadalajara,Jalisco,Guadalajara
157,44490,Lazaro Cardenas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
158,44490,Parque Industrial El alamo,Zona industrial,Guadalajara,Jalisco,Guadalajara
159,44493,Las Juntas,Colonia,Guadalajara,Jalisco,Guadalajara
160,44500,Jardines de los Arcos,Colonia,Guadalajara,Jalisco,Guadalajara
161,44500,Residencial Chapalita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
162,44500,Campo de Polo Chapalita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
163,44500,Arcos Sur,Colonia,Guadalajara,Jalisco,Guadalajara
164,44500,Chapalita,Colonia,Guadalajara,Jalisco,Guadalajara
165,44500,Vallarta Sur,Colonia,Guadalajara,Jalisco,Guadalajara
166,44509,Vallarta Cuauhtemoc,Colonia,Guadalajara,Jalisco,Guadalajara
167,44510,Juan Diego,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
168,44510,Residencial Del Bosque,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
169,44510,Jardines de Plaza Del Sol,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
170,44520,Jardines del Bosque Centro,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
171,44520,Jardines del Bosque Norte,Colonia,Guadalajara,Jalisco,Guadalajara
172,44530,Comercial Abastos,Zona comercial,Guadalajara,Jalisco,Guadalajara
173,44530,Margal,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
174,44530,Mercado de Abastos,Zona comercial,Guadalajara,Jalisco,Guadalajara
175,44530,Bertha Cuervo de Jaredo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
176,44530,Rincon Del Bosque,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
177,44535,Villa La Victoria,Colonia,Guadalajara,Jalisco,Guadalajara
178,44538,Rinconada de La Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
179,44540,Bosques de La Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
180,44540,Bosques Del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
181,44540,Perla Real,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
182,44540,Jardines del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
183,44549,Rinconada de La Arboleda,Colonia,Guadalajara,Jalisco,Guadalajara
184,44550,Verde Valle Anexo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
185,44550,Verde Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
186,44559,Turquesa,Colonia,Guadalajara,Jalisco,Guadalajara
187,44560,Residencial Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
188,44580,Santa Eduwiges,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
189,44600,Villasenor,Colonia,Guadalajara,Jalisco,Guadalajara
190,44600,Santa Teresita,Barrio,Guadalajara,Jalisco,Guadalajara
191,44600,Ladron de Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
192,44610,Lomas Del Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
193,44610,Country Club,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
194,44619,Villas Del Country,Colonia,Guadalajara,Jalisco,Guadalajara
195,44620,Ayuntamiento,Colonia,Guadalajara,Jalisco,Guadalajara
196,44620,Chapultepec Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
197,44630,Providencia 1a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
198,44630,Providencia 3a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
199,44630,Circunvalacion Americas,Colonia,Guadalajara,Jalisco,Guadalajara
200,44630,Providencia 2a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
201,44635,Rubio y Corona,Colonia,Guadalajara,Jalisco,Guadalajara
202,44638,Providencia 5a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
203,44639,Providencia 4a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
204,44647,Lomas de Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
205,44648,Italia Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
206,44650,Las Americas,Colonia,Guadalajara,Jalisco,Guadalajara
207,44650,Rojas Ladron de Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
208,44656,Jesus Garcia,Colonia,Guadalajara,Jalisco,Guadalajara
209,44657,Lomas de Guevara,Colonia,Guadalajara,Jalisco,Guadalajara
210,44658,Italia,Colonia,Guadalajara,Jalisco,Guadalajara
211,44658,Providencia Sur,Colonia,Guadalajara,Jalisco,Guadalajara
212,44660,Villa de los Colomos,Colonia,Guadalajara,Jalisco,Guadalajara
213,44660,Aldrete,Colonia,Guadalajara,Jalisco,Guadalajara
214,44660,Colomos Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
215,44660,Colinas de San Javier,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
216,44660,Los Colomos,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
217,44665,Rinconada Del Arroyo,Colonia,Guadalajara,Jalisco,Guadalajara
218,44667,Agraria,Colonia,Guadalajara,Jalisco,Guadalajara
219,44668,Vista Del Country,Condominio,Guadalajara,Jalisco,Guadalajara
220,44670,Terrazas Monraz,Colonia,Guadalajara,Jalisco,Guadalajara
221,44670,Prados de Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
222,44670,Monraz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
223,44670,Eulogio Parra,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
224,44670,Lomas del Valle,Colonia,Guadalajara,Jalisco,Guadalajara
225,44678,Lomas Santa Rita,Colonia,Guadalajara,Jalisco,Guadalajara
226,44679,Circunvalacion Sarcofago,Colonia,Guadalajara,Jalisco,Guadalajara
227,44680,Residencial Juan Manuel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
228,44680,Circunvalacion Vallarta,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
229,44680,Circunvalacion Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
230,44689,Terranova,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
231,44690,Vallarta Norte,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
232,44690,Vallarta San Lucas,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
233,44690,Rinconada Santa Rita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
234,44690,Vallarta San Jorge,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
235,44690,Villa Santa Rita,Colonia,Guadalajara,Jalisco,Guadalajara
236,44700,Guadalajara Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
237,44700,Santa Cecilia 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
238,44700,Santa Cecilia 3a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
239,44700,Unidad Rio Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
240,44700,Rio Verde Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara
241,44700,Santa Cecilia 1a. seccion,Colonia,Guadalajara,Jalisco,Guadalajara
242,44700,Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara
243,44700,Santa Rosa,Colonia,Guadalajara,Jalisco,Guadalajara
244,44710,San Martin Anexo,Colonia,Guadalajara,Jalisco,Guadalajara
245,44710,Santos Degollado,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
246,44710,San Martin,Colonia,Guadalajara,Jalisco,Guadalajara
247,44710,Popular,Colonia,Guadalajara,Jalisco,Guadalajara
248,44716,Circunvalacion Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara
249,44719,Talpita Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
250,44719,Ampliacion Talpita,Colonia,Guadalajara,Jalisco,Guadalajara
251,44719,Talpita Poniente,Colonia,Guadalajara,Jalisco,Guadalajara
252,44720,Heliodoro Hernandez Loza 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
253,44720,San Jose Rio Verde 2a. Seccion,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
254,44720,Arandas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
255,44720,Lomas de Oblatos 1a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
256,44720,Villas de Guadalupe,Colonia,Guadalajara,Jalisco,Guadalajara
257,44720,Balcones de Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara
258,44720,Lomas de Oblatos 2a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
259,44720,Heliodoro Hernandez Loza 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
260,44720,Lomas de San Eugenio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
261,44720,Bethel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
262,44723,Plutarco Elias Calles 1,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
263,44724,San Eugenio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
264,44724,San Eugenio,Colonia,Guadalajara,Jalisco,Guadalajara
265,44725,Plutarco Elias Calles 2,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
266,44726,San Jose Rio Verde 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
267,44727,Tetlan Rio Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
268,44729,Jardines de La Barranca,Colonia,Guadalajara,Jalisco,Guadalajara
269,44729,Residencial de La Barranca,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
270,44730,Antigua Penal de Oblatos,Barrio,Guadalajara,Jalisco,Guadalajara
271,44730,El Porvenir Unidad Hogar,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
272,44730,Rinconada San Andres Poniente,Colonia,Guadalajara,Jalisco,Guadalajara
273,44730,Progreso,Colonia,Guadalajara,Jalisco,Guadalajara
274,44730,Blanco y Cuellar 1ra.,Colonia,Guadalajara,Jalisco,Guadalajara
275,44730,Blanco y Cuellar 3ra.,Colonia,Guadalajara,Jalisco,Guadalajara
276,44730,San Juan Bosco,Barrio,Guadalajara,Jalisco,Guadalajara
277,44730,Blanco y Cuellar 2da.,Colonia,Guadalajara,Jalisco,Guadalajara
278,44737,Los Martires,Colonia,Guadalajara,Jalisco,Guadalajara
279,44739,Las Huertas,Colonia,Guadalajara,Jalisco,Guadalajara
280,44740,Industria,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
281,44740,Jardines de Guadalupe,Colonia,Guadalajara,Jalisco,Guadalajara
282,44740,San Isidro,Colonia,Guadalajara,Jalisco,Guadalajara
283,44740,Potrero Alto,Colonia,Guadalajara,Jalisco,Guadalajara
284,44748,Esteban Alatorre,Colonia,Guadalajara,Jalisco,Guadalajara
285,44750,Barajas Villasenor San Pablo,Colonia,Guadalajara,Jalisco,Guadalajara
286,44750,Libertad,Colonia,Guadalajara,Jalisco,Guadalajara
287,44750,Cuauhtemoc Popular,Colonia,Guadalajara,Jalisco,Guadalajara
288,44750,Cuauhtemoc INFONAVIT,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
289,44750,Santa Maria de Silo,Colonia,Guadalajara,Jalisco,Guadalajara
290,44755,Rinconada San Andres,Colonia,Guadalajara,Jalisco,Guadalajara
291,44755,El Porvenir Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
292,44757,Los Romo,Colonia,Guadalajara,Jalisco,Guadalajara
293,44760,Miguel Hidalgo,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
294,44760,Ramon Lopez Velarde,Colonia,Guadalajara,Jalisco,Guadalajara
295,44760,Beatriz Hernandez,Colonia,Guadalajara,Jalisco,Guadalajara
296,44760,El Zalate,Pueblo,Guadalajara,Jalisco,Guadalajara
297,44760,Pablo Valdez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
298,44760,Los Tulipanes,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
299,44760,Lomas Del Gallo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
300,44765,Pablo Valdez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
301,44765,Ampliacion Provincia,Colonia,Guadalajara,Jalisco,Guadalajara
302,44765,Pablo Valdez,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
303,44766,Rinconada del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
304,44766,Los Arrayanes,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
305,44768,Joaquin Aaron,Colonia,Guadalajara,Jalisco,Guadalajara
306,44769,La Campesina,Colonia,Guadalajara,Jalisco,Guadalajara
307,44770,Benito Juarez,Colonia,Guadalajara,Jalisco,Guadalajara
308,44770,Lagos de Oriente 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
309,44770,Lagos de Oriente,Colonia,Guadalajara,Jalisco,Guadalajara
310,44770,San Joaquin,Colonia,Guadalajara,Jalisco,Guadalajara
311,44770,Hermosa Provincia,Colonia,Guadalajara,Jalisco,Guadalajara
312,44770,INFONAVIT Benito Juarez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
313,44780,San Miguel de Huentitan El Alto 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara
314,44790,Jardines de San Francisco,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
315,44790,La Florida,Colonia,Guadalajara,Jalisco,Guadalajara
316,44790,Versalles,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
317,44790,Lagos de Oriente,Ampliacion,Guadalajara,Jalisco,Guadalajara
318,44790,La Aurora,Colonia,Guadalajara,Jalisco,Guadalajara
319,44790,Agustin Yanez,Colonia,Guadalajara,Jalisco,Guadalajara
320,44799,Javier Mina,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
321,44800,Magana,Colonia,Guadalajara,Jalisco,Guadalajara
322,44800,San Antonio,Colonia,Guadalajara,Jalisco,Guadalajara
323,44810,Residencial San Andres,Colonia,Guadalajara,Jalisco,Guadalajara
324,44810,San Andres 2a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
325,44810,San Andres,Colonia,Guadalajara,Jalisco,Guadalajara
326,44810,San Rafael,Colonia,Guadalajara,Jalisco,Guadalajara
327,44810,Hormiguero,Colonia,Guadalajara,Jalisco,Guadalajara
328,44810,San Andres 1a. Seccion,Colonia,Guadalajara,Jalisco,Guadalajara
329,44810,Residencial Del Parque,Colonia,Guadalajara,Jalisco,Guadalajara
330,44810,Europa,Fraccionamiento,Guadalajara,Jalisco,Guadalajara
331,44810,INFONAVIT San Rafael,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
332,44810,San Rafael,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
333,44810,Lomas de Revolucion,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
334,44810,Electricistas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
335,44810,San Andres Gigantes,Unidad habitacional,Guadalajara,Jalisco,Guadalajara
336,44815,Jardines de los Escritores,Colonia,Guadalajara,Jalisco,Guadalajara
337,44817,San Rafael 2,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara
